	Index	Gene_name	Gene_list_number	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	Organism	HGNC_symbol	Alias	Info
1802	1803	Micos13	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000049760	ENSMUST00000052832|ENSMUST00000233235|ENSMUST00000233386|ENSMUST00000233103|ENSMUST00000233299	NM_153152	mouse	MICOS13		down
1803	1804	Ndufs7	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020153	ENSMUST00000152939|ENSMUST00000155523|ENSMUST00000157063|ENSMUST00000020361|ENSMUST00000105364|ENSMUST00000155336	NM_001364694|NM_029272	mouse	NDUFS7		down
1804	1805	Tubb4b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000036752	ENSMUST00000043584|ENSMUST00000145607	NM_146116	mouse	TUBB4B		down
1805	1806	Tmem121	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000049036	ENSMUST00000058491	NM_153776	mouse	TMEM121		down
1806	1807	Rps19	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000040952	ENSMUST00000146004|ENSMUST00000130335|ENSMUST00000153451|ENSMUST00000138662|ENSMUST00000108430|ENSMUST00000156372|ENSMUST00000124035|ENSMUST00000108428|ENSMUST00000129847|ENSMUST00000108429	NM_001360125|NM_001360116|NM_023133|NM_001360128|NM_001360118|NM_001360115|NM_001360119	mouse	RPS19		down
1807	1808	Trmt61a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000060950	ENSMUST00000222737|ENSMUST00000168338|ENSMUST00000084947|ENSMUST00000221089	NM_001099792|NM_001099793|NM_177374	mouse	TRMT61A		down
1808	1809	Rps18	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000008668	ENSMUST00000172799|ENSMUST00000174175|ENSMUST00000174745|ENSMUST00000173323|ENSMUST00000174662|ENSMUST00000172550|ENSMUST00000234380|ENSMUST00000174609|ENSMUST00000174620|ENSMUST00000008812|ENSMUST00000174758	NM_011296	mouse			down
1809	1810	Tmem147	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000006315	ENSMUST00000207779|ENSMUST00000207263|ENSMUST00000209065|ENSMUST00000207296|ENSMUST00000207955|ENSMUST00000208169|ENSMUST00000006478	NM_027215	mouse	TMEM147		down
1810	1811	Ndufa13	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000036199	ENSMUST00000110167	NM_001382215|NM_023312	mouse	NDUFA13		down
1811	1812	Slc25a39	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000018677	ENSMUST00000130436|ENSMUST00000149777|ENSMUST00000134669|ENSMUST00000153395|ENSMUST00000141535|ENSMUST00000128825|ENSMUST00000154001|ENSMUST00000147160|ENSMUST00000155104|ENSMUST00000123688|ENSMUST00000147860|ENSMUST00000107098|ENSMUST00000018821|ENSMUST00000124755|ENSMUST00000142097	NM_026542	mouse	SLC25A39		down
1812	1813	Cfl1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000056201	ENSMUST00000236645|ENSMUST00000209469|ENSMUST00000116560|ENSMUST00000237122	NM_007687	mouse	CFL1		down
1813	1814	Cox4i1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031818	ENSMUST00000034276|ENSMUST00000181847|ENSMUST00000181026|ENSMUST00000181795|ENSMUST00000181172|ENSMUST00000180856|ENSMUST00000181586	NM_001293559|NM_009941	mouse	COX4I1		down
1814	1815	Timm9	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021079	ENSMUST00000220482|ENSMUST00000221797|ENSMUST00000220841|ENSMUST00000221178|ENSMUST00000221559|ENSMUST00000021486|ENSMUST00000223544|ENSMUST00000221815|ENSMUST00000166120|ENSMUST00000221367|ENSMUST00000221892	NM_001024853|NM_001286203|NM_001024854|NM_013896	mouse	TIMM9		down
1815	1816	Nab2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000025402	ENSMUST00000128780|ENSMUST00000129252|ENSMUST00000026469|ENSMUST00000099157	NM_008668|NM_001122895	mouse	NAB2		down
1816	1817	Srp19	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000014504	ENSMUST00000131713|ENSMUST00000126518|ENSMUST00000140279|ENSMUST00000072576|ENSMUST00000119329|ENSMUST00000142010	NM_025527	mouse	SRP19		down
1817	1818	Nmrk1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000037847	ENSMUST00000042392|ENSMUST00000159572|ENSMUST00000159061|ENSMUST00000162446|ENSMUST00000161080|ENSMUST00000237347	NM_145497	mouse	NMRK1		down
1818	1819	Zyx	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000029860	ENSMUST00000204480|ENSMUST00000203401|ENSMUST00000164375|ENSMUST00000203290|ENSMUST00000204270|ENSMUST00000203626|ENSMUST00000203652|ENSMUST00000203849|ENSMUST00000203329|ENSMUST00000070635|ENSMUST00000203846	NM_011777|NM_001289617|NM_001289618|NM_001289619	mouse	ZYX		down
1819	1820	Psma7	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000027566	ENSMUST00000142042|ENSMUST00000126021|ENSMUST00000135650|ENSMUST00000129529|ENSMUST00000132431|ENSMUST00000029082|ENSMUST00000155898	NM_001289476|NM_011969	mouse	PSMA7		down
1820	1821	Ndufb10	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000040048	ENSMUST00000045602|ENSMUST00000135708|ENSMUST00000129451|ENSMUST00000141324|ENSMUST00000147648|ENSMUST00000144285	NM_026684	mouse	NDUFB10		down
1821	1822	Ciao2b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031879	ENSMUST00000163140|ENSMUST00000093234|ENSMUST00000164884	NM_026753	mouse	CIAO2B		down
1822	1823	Chchd1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000063787	ENSMUST00000224132|ENSMUST00000224633|ENSMUST00000071215|ENSMUST00000225527|ENSMUST00000226072	NM_025366	mouse	CHCHD1		down
1823	1824	Myc	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022346	ENSMUST00000191178|ENSMUST00000159338|ENSMUST00000161976|ENSMUST00000167731|ENSMUST00000022971|ENSMUST00000160009|ENSMUST00000159327	NM_001177354|NM_001177352|NM_010849|NM_001177353	mouse	MYC		down
1824	1825	Rex1bd	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000058833	ENSMUST00000136913|ENSMUST00000143598|ENSMUST00000135773|ENSMUST00000138196|ENSMUST00000128620|ENSMUST00000075175|ENSMUST00000132107|ENSMUST00000133683	NM_001357209|NM_025577	mouse	REX1BD		down
1825	1826	Mrpl2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000002767	ENSMUST00000113429|ENSMUST00000146183|ENSMUST00000156464|ENSMUST00000113430|ENSMUST00000002844	NM_001379057|NM_001316742|NM_025302	mouse	MRPL2		down
1826	1827	Crlf2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000033467	ENSMUST00000200284|ENSMUST00000044579|ENSMUST00000198960	NM_016715|NM_001164735|NM_001310694	mouse	CRLF2		down
1827	1828	Eno3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000060600	ENSMUST00000157027|ENSMUST00000134087|ENSMUST00000108548|ENSMUST00000179055|ENSMUST00000179738|ENSMUST00000126241|ENSMUST00000170716|ENSMUST00000072841	NM_007933|NM_001136062|NM_001276285	mouse	ENO3		down
1828	1829	Thoc7	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000053453	ENSMUST00000224015|ENSMUST00000225590|ENSMUST00000224392|ENSMUST00000225891|ENSMUST00000224764|ENSMUST00000225401|ENSMUST00000225559|ENSMUST00000065865|ENSMUST00000223832|ENSMUST00000225202|ENSMUST00000225325|ENSMUST00000226008|ENSMUST00000225317|ENSMUST00000224652	NM_001285780|NM_001359900|NM_025435|NM_001359901	mouse	THOC7		down
1829	1830	Rps23	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000049517	ENSMUST00000051955|ENSMUST00000224430|ENSMUST00000224463	NM_024175	mouse			down
1830	1831	Lsm4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031848	ENSMUST00000146972|ENSMUST00000034311|ENSMUST00000153689|ENSMUST00000210071|ENSMUST00000210987	NM_015816|NM_001359042	mouse	LSM4		down
1831	1832	Prelid3b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000016257	ENSMUST00000120822|ENSMUST00000141100|ENSMUST00000016401|ENSMUST00000147944|ENSMUST00000117442	NM_025531	mouse	PRELID3B		down
1832	1833	Psme2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000079197	ENSMUST00000162700|ENSMUST00000159297|ENSMUST00000161573|ENSMUST00000162496|ENSMUST00000159282|ENSMUST00000161807|ENSMUST00000161027|ENSMUST00000159845|ENSMUST00000111378|ENSMUST00000159687	NM_011190|NM_001029855	mouse	PSME2		down
1833	1834	Fibp	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024911	ENSMUST00000225141|ENSMUST00000225222|ENSMUST00000225917|ENSMUST00000224944|ENSMUST00000226017|ENSMUST00000025847|ENSMUST00000235533|ENSMUST00000237258|ENSMUST00000237181|ENSMUST00000224005|ENSMUST00000225796|ENSMUST00000238011|ENSMUST00000224422	NM_021438|NM_001253832	mouse	FIBP		down
1834	1835	Chchd2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000070493	ENSMUST00000131645|ENSMUST00000094280	NM_024166	mouse	CHCHD2		down
1835	1836	Fzd6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022297	ENSMUST00000227606|ENSMUST00000228922|ENSMUST00000022906|ENSMUST00000179165|ENSMUST00000228491	NM_001162494|NM_008056	mouse	FZD6		down
1836	1837	Rps27l	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000036781	ENSMUST00000143044|ENSMUST00000147394|ENSMUST00000146573|ENSMUST00000040917|ENSMUST00000127896|ENSMUST00000123931	NM_001311101|NM_026467|NM_001361106	mouse			down
1837	1838	Tomm20	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000093904	ENSMUST00000212771|ENSMUST00000179857	NM_024214	mouse	TOMM20		down
1838	1839	Fxyd6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000066705	ENSMUST00000217381|ENSMUST00000215281|ENSMUST00000085939	NM_022004	mouse	FXYD6		down
1839	1840	Ptpn2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024539	ENSMUST00000025420|ENSMUST00000128169|ENSMUST00000122412|ENSMUST00000120934	NM_001127177|NM_008977	mouse	PTPN2		down
1840	1841	Hint2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000028470	ENSMUST00000151238|ENSMUST00000030192|ENSMUST00000134050|ENSMUST00000155985|ENSMUST00000130593|ENSMUST00000151514|ENSMUST00000134082	NM_026871	mouse	HINT2		down
1841	1842	Rpl37a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000046330	ENSMUST00000212335|ENSMUST00000211963|ENSMUST00000059980|ENSMUST00000212432	NM_009084	mouse	RPL37A		down
1842	1843	Cyp17a1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000003555	ENSMUST00000236174|ENSMUST00000156577|ENSMUST00000026012|ENSMUST00000131142	NM_007809	mouse	CYP17A1		down
1843	1844	Timm17b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031158	ENSMUST00000146406|ENSMUST00000033498|ENSMUST00000150541	NM_011591|NM_001313693	mouse	TIMM17B		down
1844	1845	Lamtor4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000050552	ENSMUST00000062067|ENSMUST00000160157	NM_001081108	mouse	LAMTOR4		down
1845	1846	Ppia	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000071866	ENSMUST00000132846|ENSMUST00000090749|ENSMUST00000135789|ENSMUST00000213200|ENSMUST00000137829|ENSMUST00000155824	NM_008907	mouse			down
1846	1847	Snrpb	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000027404	ENSMUST00020183458|ENSMUST00000103199|ENSMUST00000150835|ENSMUST00000147570	NM_009225	mouse	SNRPB		down
1847	1848	Sox17	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000025902	ENSMUST00000191647|ENSMUST00000027035|ENSMUST00000192505|ENSMUST00000191939|ENSMUST00000116652|ENSMUST00000192650|ENSMUST00000192913|ENSMUST00000195555	NM_001289466|NM_001289465|NM_001289464|NM_011441|NM_001289467	mouse	SOX17		down
1848	1849	1110008P14Rik	25	all_sig_genes_35904237	PMID: 35904237	Bbln	ENSMUST00000146423|ENSMUST00000048792	NM_198001	mouse			down
1849	1850	Cuedc2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000036748	ENSMUST00000235977|ENSMUST00000236980|ENSMUST00000236046|ENSMUST00000238013|ENSMUST00000236651|ENSMUST00000235485|ENSMUST00000236236|ENSMUST00000236768|ENSMUST00000236066|ENSMUST00000237382|ENSMUST00000167861|ENSMUST00000051234|ENSMUST00000236061|ENSMUST00000238062	NM_001164291|NM_001164293|NM_001164292|NM_024192|NM_001164290|NM_001164294|NM_001164295	mouse	CUEDC2		down
1850	1851	Eif3d	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000016554	ENSMUST00000229824|ENSMUST00000229784|ENSMUST00000230711|ENSMUST00000100484|ENSMUST00000229713|ENSMUST00000229737|ENSMUST00000229413|ENSMUST00000230419	NM_018749	mouse	EIF3D		down
1851	1852	2310009B15Rik	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000079283	ENSMUST00000195075|ENSMUST00000193374|ENSMUST00000112025	NM_001081226	mouse	C1orf53		down
1852	1853	Myl6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000090841	ENSMUST00000218170|ENSMUST00000219100|ENSMUST00000164181|ENSMUST00000217913|ENSMUST00000217733|ENSMUST00000218713|ENSMUST00000219655|ENSMUST00000219236|ENSMUST00000217969|ENSMUST00000220307|ENSMUST00000218813|ENSMUST00000218127|ENSMUST00000220427|ENSMUST00000219554|ENSMUST00000217776	NM_001317218|NM_001317219|NM_010860|NM_001317220|NM_001317217	mouse			down
1853	1854	Ndufa6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022450	ENSMUST00000023085|ENSMUST00000230676|ENSMUST00000230589|ENSMUST00000230494|ENSMUST00000229427|ENSMUST00000229537|ENSMUST00000229283	NM_025987	mouse	NDUFA6		down
1854	1855	Mea1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000002768	ENSMUST00000233491|ENSMUST00000233385|ENSMUST00000232732|ENSMUST00000233430|ENSMUST00000232762|ENSMUST00000002845|ENSMUST00000233612|ENSMUST00000233032|ENSMUST00000233644	NM_001277311|NM_001277312|NM_001277310|NM_001277309|NM_010787	mouse	MEA1		down
1855	1856	Mir22hg	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000085148	ENSMUST00000134345|ENSMUST00000149940		mouse			down
1856	1857	Klf16	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035397	ENSMUST00000038558	NM_078477	mouse	KLF16		down
1857	1858	Gnb2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000029713	ENSMUST00000111023|ENSMUST00000143495|ENSMUST00000144667|ENSMUST00000140139|ENSMUST00000170293|ENSMUST00000168746|ENSMUST00000145238|ENSMUST00000142252|ENSMUST00000111027|ENSMUST00000150063|ENSMUST00000132525|ENSMUST00000167225|ENSMUST00000125868|ENSMUST00000111020|ENSMUST00000031726	NM_010312	mouse	GNB2		down
1858	1859	Ppp4c	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030697	ENSMUST00000206261|ENSMUST00000205879|ENSMUST00000205935|ENSMUST00000206570|ENSMUST00000205862|ENSMUST00000205950|ENSMUST00000206477|ENSMUST00000205786|ENSMUST00000206353|ENSMUST00000206334|ENSMUST00000032936	NM_019674|NM_001360464	mouse	PPP4C		down
1859	1860	Alad	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000028393	ENSMUST00000137448|ENSMUST00000030090|ENSMUST00000107444	NM_008525|NM_001276446	mouse	ALAD		down
1860	1861	Flcn	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000032633	ENSMUST00000151453|ENSMUST00000047706|ENSMUST00000148151|ENSMUST00000091246|ENSMUST00000102697|ENSMUST00000133647	NM_001271356|NM_001271357|NM_146018	mouse	FLCN		down
1861	1862	Nip7	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031917	ENSMUST00000170962|ENSMUST00000212281|ENSMUST00000034392	NM_025391|NM_001164472	mouse	NIP7		down
1862	1863	Rpl17	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000062328	ENSMUST00000237431|ENSMUST00000079716	NM_001002239	mouse			down
1863	1864	Mir6358	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000098276	ENSMUST00000184549		mouse			down
1864	1865	Icam2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000001029	ENSMUST00000001055|ENSMUST00000141146|ENSMUST00000106809|ENSMUST00000106813|ENSMUST00000173795	NM_010494	mouse	ICAM2		down
1865	1866	Naa10	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031388	ENSMUST00000096316|ENSMUST00000114391|ENSMUST00000143076|ENSMUST00000139105|ENSMUST00000114389|ENSMUST00000149591|ENSMUST00000114387|ENSMUST00000124446|ENSMUST00000033763|ENSMUST00000114390|ENSMUST00000153929|ENSMUST00000141211	NM_019870|NM_001177965|NM_001310538	mouse	NAA10		down
1866	1867	Dll4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000027314	ENSMUST00000102517|ENSMUST00000127102	NM_019454	mouse	DLL4		down
1867	1868	Eif2b4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000029145	ENSMUST00000202758|ENSMUST00000200983|ENSMUST00000114603|ENSMUST00000202468|ENSMUST00000166769|ENSMUST00000200977|ENSMUST00000200724|ENSMUST00000202616|ENSMUST00000200929|ENSMUST00000200741|ENSMUST00000201154|ENSMUST00000077693	NM_010122|NM_001127355|NM_001127356	mouse	EIF2B4		down
1868	1869	Ndufa5	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000023089	ENSMUST00000141274|ENSMUST00000118558|ENSMUST00000132588|ENSMUST00000023851	NM_001311068|NM_026614	mouse	NDUFA5		down
1869	1870	Insm2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000045440	ENSMUST00000051857	NM_020287	mouse	INSM2		down
1870	1871	Fis1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000019054	ENSMUST00000111094|ENSMUST00000152658|ENSMUST00000019198|ENSMUST00000147557|ENSMUST00000111097|ENSMUST00000138610	NM_025562|NM_001347504|NM_001163243	mouse	FIS1		down
1871	1872	Srm	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000006442	ENSMUST00000140129|ENSMUST00000152701|ENSMUST00000006611	NM_009272	mouse	SRM		down
1872	1873	Rps25	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000009927	ENSMUST00000080300|ENSMUST00000217231|ENSMUST00000215610|ENSMUST00000216076|ENSMUST00000217620|ENSMUST00000213116|ENSMUST00000216867	NM_024266	mouse	RPS25		down
1873	1874	Rps14	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024608	ENSMUST00000235603|ENSMUST00000235966|ENSMUST00000137400|ENSMUST00000236441|ENSMUST00000236652|ENSMUST00000122279|ENSMUST00000142980|ENSMUST00000118551|ENSMUST00000127568|ENSMUST00000025511	NM_020600	mouse	RPS14		down
1874	1875	Slc25a22	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000019082	ENSMUST00000201822|ENSMUST00000106007|ENSMUST00000201710|ENSMUST00000133021|ENSMUST00000140602|ENSMUST00000172654|ENSMUST00000174095|ENSMUST00000201708|ENSMUST00000136354|ENSMUST00000184518|ENSMUST00000156002|ENSMUST00000201127|ENSMUST00000201072|ENSMUST00000106006|ENSMUST00000148100|ENSMUST00000150026|ENSMUST00000201558|ENSMUST00000133206|ENSMUST00000132635|ENSMUST00000202840|ENSMUST00000153190|ENSMUST00000124266|ENSMUST00000144174|ENSMUST00000138865|ENSMUST00000019226	NM_001360723|NM_001360724|NM_001177576|NM_026646	mouse	SLC25A22		down
1875	1876	Ciapin1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031781	ENSMUST00000159377|ENSMUST00000160301|ENSMUST00000160245|ENSMUST00000162357|ENSMUST00000160898|ENSMUST00000161762|ENSMUST00000162538|ENSMUST00000034233|ENSMUST00000162589|ENSMUST00000161792	NM_134141	mouse	CIAPIN1		down
1876	1877	Mrpl57	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021967	ENSMUST00000224313|ENSMUST00000022538	NM_026401	mouse	MRPL57		down
1877	1878	Mrps7	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000046756	ENSMUST00000141556|ENSMUST00000058109	NM_025305	mouse	MRPS7		down
1878	1879	Marcks	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000069662	ENSMUST00000092584	NM_008538	mouse	MARCKS		down
1879	1880	NA	25	all_sig_genes_35904237	PMID: 35904237	Gm28661	ENSMUST00000188231		mouse			down
1880	1881	Dkk2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000028031	ENSMUST00000029665	NM_020265	mouse	DKK2		down
1881	1882	Rabac1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000003380	ENSMUST00000206868|ENSMUST00000076961|ENSMUST00000205771|ENSMUST00000206222|ENSMUST00000205871|ENSMUST00000206941	NM_010261	mouse	RABAC1		down
1882	1883	Cib1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030538	ENSMUST00000131402|ENSMUST00000206618|ENSMUST00000206211|ENSMUST00000206802|ENSMUST00000144295|ENSMUST00000071457|ENSMUST00000123279|ENSMUST00000206084|ENSMUST00000205996|ENSMUST00000065163	NM_001291275|NM_011870|NM_001291276	mouse	CIB1		down
1883	1884	Ddah2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000007039	ENSMUST00000007255|ENSMUST00000173562|ENSMUST00000174493|ENSMUST00000173520	NM_001190449|NM_016765	mouse	DDAH2		down
1884	1885	Rpl39	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000079641	ENSMUST00000115231|ENSMUST00000138799|ENSMUST00000131149	NM_026055	mouse	RPL39		down
1885	1886	Tmem256	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000070394	ENSMUST00000094065|ENSMUST00000133967|ENSMUST00000156556|ENSMUST00000128281|ENSMUST00000139085	NM_026982	mouse	TMEM256		down
1886	1887	Tmed9	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000058569	ENSMUST00000225888|ENSMUST00000225723|ENSMUST00000109905|ENSMUST00000224634|ENSMUST00000224741	NM_026211	mouse	TMED9		down
1887	1888	Uqcrb	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021520	ENSMUST00000021993|ENSMUST00000174606	NM_026219	mouse	UQCRB		down
1888	1889	Rps7	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000061477	ENSMUST00000222228|ENSMUST00000223153|ENSMUST00000220860|ENSMUST00000222808|ENSMUST00000074267|ENSMUST00000221871|ENSMUST00000223318	NM_011300	mouse	RPS7		down
1889	1890	Rpl8	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000003970	ENSMUST00000229183|ENSMUST00000004072|ENSMUST00000229591	NM_012053	mouse	RPL8		down
1890	1891	Hmga1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000046711	ENSMUST00000232253|ENSMUST00000232265|ENSMUST00000118599|ENSMUST00000119486|ENSMUST00000231780|ENSMUST00000117600|ENSMUST00000231825|ENSMUST00000231243|ENSMUST00000231358|ENSMUST00000231874|ENSMUST00000118570|ENSMUST00000232013|ENSMUST00000231796|ENSMUST00000231866|ENSMUST00000232552|ENSMUST00000117254|ENSMUST00000114888	NM_001166542|NM_001166540|NM_001025427|NM_001166536|NM_001166545|NM_001166535|NM_001166537|NM_001166543|NM_001166539|NM_001166541|NM_001166544|NM_001166546|NM_001039356|NM_016660	mouse			down
1891	1892	Aprt	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000006589	ENSMUST00000213030|ENSMUST00000212834|ENSMUST00000211823|ENSMUST00000213029|ENSMUST00000213017|ENSMUST00000211810|ENSMUST00000213062|ENSMUST00000212093|ENSMUST00000006764	NM_009698	mouse	APRT		down
1892	1893	Optn	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000026672	ENSMUST00000143809|ENSMUST00000114996|ENSMUST00000145501|ENSMUST00000125203|ENSMUST00000027986	NM_001356487|NM_181848	mouse	OPTN		down
1893	1894	Bmp7	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000008999	ENSMUST00000137247|ENSMUST00000009143	NM_007557	mouse	BMP7		down
1894	1895	Phb2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000004264	ENSMUST00000004375|ENSMUST00000130279|ENSMUST00000147974|ENSMUST00000145447|ENSMUST00000150847|ENSMUST00000129422|ENSMUST00000143000|ENSMUST00000124779	NM_007531	mouse	PHB2		down
1895	1896	Snrpd1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000002477	ENSMUST00000234728|ENSMUST00000234207|ENSMUST00000234077|ENSMUST00000002551|ENSMUST00000235020	NM_009226	mouse	SNRPD1		down
1896	1897	Erh	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021131	ENSMUST00000218740|ENSMUST00000021559|ENSMUST00000166931|ENSMUST00000218364|ENSMUST00000218336	NM_007951|NM_001347409	mouse	ERH		down
